term,status,repo,branch,commit,path,line_no,role,raw_url,context
field.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,3,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Capital market field.
Purpose,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,5,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Purpose:
Apply,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,6,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Apply 9dot0 structure principle to overseas futures and profit-taking transaction field.
9dot0,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,6,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Apply 9dot0 structure principle to overseas futures and profit-taking transaction field.
structure,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,6,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Apply 9dot0 structure principle to overseas futures and profit-taking transaction field.
principle,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,6,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Apply 9dot0 structure principle to overseas futures and profit-taking transaction field.
to,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,6,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Apply 9dot0 structure principle to overseas futures and profit-taking transaction field.
overseas,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,6,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Apply 9dot0 structure principle to overseas futures and profit-taking transaction field.
futures,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,6,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Apply 9dot0 structure principle to overseas futures and profit-taking transaction field.
and,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,6,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Apply 9dot0 structure principle to overseas futures and profit-taking transaction field.
profit-taking,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,6,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Apply 9dot0 structure principle to overseas futures and profit-taking transaction field.
transaction,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,6,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Apply 9dot0 structure principle to overseas futures and profit-taking transaction field.
field.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,6,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Apply 9dot0 structure principle to overseas futures and profit-taking transaction field.
Initial,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,8,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Initial scope:
scope,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,8,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Initial scope:
price,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,9,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,- price
time,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,10,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,- time
risk,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,11,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,- risk
entry,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,12,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,- entry
exit,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,13,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,- exit
liquidity,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,14,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,- liquidity
transition,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,15,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,- transition
profit,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,16,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,- profit realization
realization,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,16,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,- profit realization
Status,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,18,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,Status:
branch-field,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,19,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,branch-field candidate
candidate,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/market/README.md,19,branch.market surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/market/README.md,branch-field candidate
branch.sohosa,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,1,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,# branch.sohosa
Sohosa,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,3,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,Sohosa / Hyangsa field.
Hyangsa,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,3,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,Sohosa / Hyangsa field.
field.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,3,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,Sohosa / Hyangsa field.
Purpose,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,5,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,Purpose:
Apply,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,6,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,"Apply 9dot0 structure principle to ritual, lineage, historical substance, and grounds."
9dot0,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,6,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,"Apply 9dot0 structure principle to ritual, lineage, historical substance, and grounds."
structure,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,6,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,"Apply 9dot0 structure principle to ritual, lineage, historical substance, and grounds."
principle,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,6,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,"Apply 9dot0 structure principle to ritual, lineage, historical substance, and grounds."
to,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,6,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,"Apply 9dot0 structure principle to ritual, lineage, historical substance, and grounds."
ritual,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,6,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,"Apply 9dot0 structure principle to ritual, lineage, historical substance, and grounds."
lineage,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,6,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,"Apply 9dot0 structure principle to ritual, lineage, historical substance, and grounds."
historical,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,6,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,"Apply 9dot0 structure principle to ritual, lineage, historical substance, and grounds."
substance,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,6,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,"Apply 9dot0 structure principle to ritual, lineage, historical substance, and grounds."
and,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,6,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,"Apply 9dot0 structure principle to ritual, lineage, historical substance, and grounds."
grounds.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,6,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,"Apply 9dot0 structure principle to ritual, lineage, historical substance, and grounds."
Initial,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,8,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,Initial scope:
scope,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,8,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,Initial scope:
Sohosa,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,9,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,- Sohosa
Hyangsa,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,10,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,- Hyangsa
ritual,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,11,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,- ritual
lineage,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,12,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,- lineage
place,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,13,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,- place
record,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,14,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,- record
historical,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,15,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,- historical grounds
grounds,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,15,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,- historical grounds
Status,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,17,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,Status:
branch-field,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,18,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,branch-field candidate
candidate,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/sohosa/README.md,18,branch.sohosa surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/sohosa/README.md,branch-field candidate
branch.history,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,1,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,# branch.history
History,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,3,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,History field.
field.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,3,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,History field.
Purpose,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,5,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,Purpose:
Apply,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,6,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,"Apply 9dot0 structure principle to events, time, records, documents, evidence, and transitions."
9dot0,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,6,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,"Apply 9dot0 structure principle to events, time, records, documents, evidence, and transitions."
structure,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,6,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,"Apply 9dot0 structure principle to events, time, records, documents, evidence, and transitions."
principle,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,6,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,"Apply 9dot0 structure principle to events, time, records, documents, evidence, and transitions."
to,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,6,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,"Apply 9dot0 structure principle to events, time, records, documents, evidence, and transitions."
events,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,6,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,"Apply 9dot0 structure principle to events, time, records, documents, evidence, and transitions."
time,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,6,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,"Apply 9dot0 structure principle to events, time, records, documents, evidence, and transitions."
records,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,6,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,"Apply 9dot0 structure principle to events, time, records, documents, evidence, and transitions."
documents,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,6,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,"Apply 9dot0 structure principle to events, time, records, documents, evidence, and transitions."
evidence,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,6,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,"Apply 9dot0 structure principle to events, time, records, documents, evidence, and transitions."
and,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,6,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,"Apply 9dot0 structure principle to events, time, records, documents, evidence, and transitions."
transitions.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,6,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,"Apply 9dot0 structure principle to events, time, records, documents, evidence, and transitions."
Initial,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,8,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,Initial scope:
scope,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,8,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,Initial scope:
event,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,9,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,- event
time,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,10,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,- time
record,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,11,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,- record
document,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,12,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,- document
evidence,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,13,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,- evidence
transition,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,14,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,- transition
historical,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,15,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,- historical field
field,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,15,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,- historical field
Status,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,17,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,Status:
branch-field,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,18,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,branch-field candidate
candidate,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/history/README.md,18,branch.history surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/history/README.md,branch-field candidate
vocab.branch,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,1,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,# vocab.branch
