term,repo,branch,commit,path,line_no,role,raw_url,context
dot,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,247,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,dot = 현시점 + 정중심평형기준점 + p(t|?)로 고정되는 자리
현시점,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,247,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,dot = 현시점 + 정중심평형기준점 + p(t|?)로 고정되는 자리
정중심평형기준점,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,247,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,dot = 현시점 + 정중심평형기준점 + p(t|?)로 고정되는 자리
로,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,247,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,dot = 현시점 + 정중심평형기준점 + p(t|?)로 고정되는 자리
고정되는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,247,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,dot = 현시점 + 정중심평형기준점 + p(t|?)로 고정되는 자리
자리,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,247,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,dot = 현시점 + 정중심평형기준점 + p(t|?)로 고정되는 자리
diff,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,249,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,diff = difficult가 axis selection을 통해 difference가 되는 구조
difficult,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,249,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,diff = difficult가 axis selection을 통해 difference가 되는 구조
가,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,249,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,diff = difficult가 axis selection을 통해 difference가 되는 구조
axis,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,249,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,diff = difficult가 axis selection을 통해 difference가 되는 구조
selection,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,249,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,diff = difficult가 axis selection을 통해 difference가 되는 구조
을,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,249,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,diff = difficult가 axis selection을 통해 difference가 되는 구조
통해,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,249,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,diff = difficult가 axis selection을 통해 difference가 되는 구조
difference,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,249,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,diff = difficult가 axis selection을 통해 difference가 되는 구조
가,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,249,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,diff = difficult가 axis selection을 통해 difference가 되는 구조
되는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,249,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,diff = difficult가 axis selection을 통해 difference가 되는 구조
구조,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,249,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,diff = difficult가 axis selection을 통해 difference가 되는 구조
orbit,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
더,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
큰,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
field-source,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
가,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
더,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
작은,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
대상에게,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
부여하는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
boundary,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
와,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
escape,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
return,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
condition,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,251,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,orbit = 더 큰 field-source가 더 작은 대상에게 부여하는 boundary와 escape / return condition
COG,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,253,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,COG = 질량관계가 만든 정중심평형점
질량관계가,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,253,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,COG = 질량관계가 만든 정중심평형점
만든,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,253,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,COG = 질량관계가 만든 정중심평형점
정중심평형점,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,253,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,COG = 질량관계가 만든 정중심평형점
9dot0,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,255,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"9dot0 = dot, COG, 사이영역, 궤도 끝점이 반복되는 중첩궤도 수열"
dot,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,255,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"9dot0 = dot, COG, 사이영역, 궤도 끝점이 반복되는 중첩궤도 수열"
COG,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,255,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"9dot0 = dot, COG, 사이영역, 궤도 끝점이 반복되는 중첩궤도 수열"
사이영역,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,255,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"9dot0 = dot, COG, 사이영역, 궤도 끝점이 반복되는 중첩궤도 수열"
궤도,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,255,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"9dot0 = dot, COG, 사이영역, 궤도 끝점이 반복되는 중첩궤도 수열"
끝점이,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,255,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"9dot0 = dot, COG, 사이영역, 궤도 끝점이 반복되는 중첩궤도 수열"
반복되는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,255,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"9dot0 = dot, COG, 사이영역, 궤도 끝점이 반복되는 중첩궤도 수열"
중첩궤도,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,255,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"9dot0 = dot, COG, 사이영역, 궤도 끝점이 반복되는 중첩궤도 수열"
수열,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,255,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"9dot0 = dot, COG, 사이영역, 궤도 끝점이 반복되는 중첩궤도 수열"
dot,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
은,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
고정된,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
점이,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
아니다,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
dot,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
은,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
관측기준에,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
따라,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
점,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
원,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
각형,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
은하,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
은하단,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
또는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
압축된,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
field,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
로,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
드러날,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
수,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
있는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
구조상태다,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,258,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"`dot`은 고정된 점이 아니다. `dot`은 관측기준에 따라 점, 원, n각형, 은하, 은하단, 또는 압축된 field로 드러날 수 있는 구조상태다."
압축,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,260,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,압축 관계:
관계,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,260,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,압축 관계:
text,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,262,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,```text
dot,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,263,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,dot → diff → orbit → COG → 9dot0
diff,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,263,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,dot → diff → orbit → COG → 9dot0
orbit,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,263,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,dot → diff → orbit → COG → 9dot0
COG,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,263,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,dot → diff → orbit → COG → 9dot0
9dot0,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,263,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,dot → diff → orbit → COG → 9dot0
해석,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,266,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,해석:
text,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,268,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,```text
어디에,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,269,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,어디에 서 있는가
